pert_iname,target,broad_id
ampiroxicam,PTGS1,BRD-A39172021-001-14-5
ampiroxicam,PTGS1,BRD-A39172021-001-13-7
ampiroxicam,PTGS1,BRD-A39172021-001-10-3
ampiroxicam,PTGS1,BRD-A39172021-001-09-5
ampiroxicam,PTGS1,BRD-A39172021-001-11-1
ampiroxicam,PTGS2,BRD-A39172021-001-14-5
ampiroxicam,PTGS2,BRD-A39172021-001-13-7
ampiroxicam,PTGS2,BRD-A39172021-001-10-3
ampiroxicam,PTGS2,BRD-A39172021-001-09-5
ampiroxicam,PTGS2,BRD-A39172021-001-11-1
amrinone,PDE3A,BRD-K45924332-001-16-8
amrinone,PDE3B,BRD-K45924332-001-16-8
amrinone,PDE4B,BRD-K45924332-001-16-8
amrinone,TNF,BRD-K45924332-001-16-8
amrubicin,TOP2A,BRD-K13843533-001-02-5
amrubicin,TOP2A,BRD-K13843533-001-01-7
amrubicin,TOP2B,BRD-K13843533-001-02-5
amrubicin,TOP2B,BRD-K13843533-001-01-7
amsacrine,KCNH2,BRD-K68346641-001-02-2
amsacrine,KCNH2,BRD-K68346641-001-01-4
amsacrine,TOP2A,BRD-K68346641-001-02-2
amsacrine,TOP2A,BRD-K68346641-001-01-4
amthamine,HRH2,BRD-K39670393-303-02-1
amtolmetin-guacil,PTGS1,BRD-K70924353-001-01-2
amtolmetin-guacil,PTGS2,BRD-K70924353-001-01-2
amuvatinib,KIT,BRD-K66538826-001-07-2
amuvatinib,MET,BRD-K66538826-001-07-2
amygdalin,CASP3,BRD-K03504028-001-07-6
amygdalin,CASP3,BRD-K03504028-001-08-4
amyl-nitrite,NPR1,BRD-K03326591-001-01-4
AM679,ALOX5AP,BRD-K88443722-001-01-7
AM679,CNR1,BRD-K88443722-001-01-7
AM679,CNR2,BRD-K88443722-001-01-7
ANA-12,NTRK2,BRD-A19609491-001-01-8
anacetrapib,CETP,BRD-K44366189-001-01-9
anagliptin,DPP4,BRD-K05355328-001-02-9
anagliptin,DPP4,BRD-K05355328-001-01-1
anagrelide,PDE3A,BRD-K62200014-003-11-3
anagrelide,PDE3A,BRD-K62200014-001-02-6
anagrelide,PDE3A,BRD-K62200014-003-10-5
anamorelin,GHSR,BRD-K01174345-001-01-9
anandamide,CACNA1G,BRD-K42352790-001-05-3
anandamide,CACNA1H,BRD-K42352790-001-05-3
anandamide,CACNA1I,BRD-K42352790-001-05-3
anandamide,CNR1,BRD-K42352790-001-05-3
anandamide,CNR2,BRD-K42352790-001-05-3
anandamide,GLRA1,BRD-K42352790-001-05-3
anandamide,GPR18,BRD-K42352790-001-05-3
anandamide,GPR55,BRD-K42352790-001-05-3
anandamide,KCNA2,BRD-K42352790-001-05-3
anandamide,KCNK3,BRD-K42352790-001-05-3
anandamide,KCNK9,BRD-K42352790-001-05-3
anandamide,TRPM8,BRD-K42352790-001-05-3
anandamide,TRPV1,BRD-K42352790-001-05-3
anastrozole,CYP19A1,BRD-K52172416-001-14-8
anastrozole,CYP19A1,BRD-K52172416-001-11-4
anastrozole,CYP19A1,BRD-K52172416-001-10-6
andarine,AR,BRD-K82164249-001-03-5
andrographolide,NFKB1,BRD-A86619021-001-04-8
anguidine,SLC5A1,BRD-K45724504-001-01-6
aniracetam,DRD2,BRD-K88611939-001-25-7
aniracetam,DRD2,BRD-K88611939-001-23-2
aniracetam,DRD2,BRD-K88611939-001-22-4
aniracetam,GRIA1,BRD-K88611939-001-25-7
aniracetam,GRIA1,BRD-K88611939-001-23-2
aniracetam,GRIA1,BRD-K88611939-001-22-4
aniracetam,GRIA2,BRD-K88611939-001-25-7
aniracetam,GRIA2,BRD-K88611939-001-23-2
aniracetam,GRIA2,BRD-K88611939-001-22-4
aniracetam,GRIA3,BRD-K88611939-001-25-7
aniracetam,GRIA3,BRD-K88611939-001-23-2
aniracetam,GRIA3,BRD-K88611939-001-22-4
aniracetam,GRIA4,BRD-K88611939-001-25-7
aniracetam,GRIA4,BRD-K88611939-001-23-2
aniracetam,GRIA4,BRD-K88611939-001-22-4
aniracetam,HTR2A,BRD-K88611939-001-25-7
aniracetam,HTR2A,BRD-K88611939-001-23-2
aniracetam,HTR2A,BRD-K88611939-001-22-4
anisindione,GGCX,BRD-K47458712-001-22-3
anisindione,GGCX,BRD-K47458712-001-17-3
anisindione,GGCX,BRD-K47458712-001-20-7
anisindione,GGCX,BRD-K47458712-001-21-5
anisindione,GGCX,BRD-K47458712-001-18-1
anisindione,GGCX,BRD-K47458712-001-19-9
anisodamine,ADRA1A,BRD-A29623586-001-01-3
anisomycin,NHP2L1,BRD-K91370081-001-25-1
anisomycin,RPL10L,BRD-K91370081-001-25-1
anisomycin,RPL11,BRD-K91370081-001-25-1
anisomycin,RPL13A,BRD-K91370081-001-25-1
anisomycin,RPL15,BRD-K91370081-001-25-1
anisomycin,RPL19,BRD-K91370081-001-25-1
anisomycin,RPL23,BRD-K91370081-001-25-1
anisomycin,RPL23A,BRD-K91370081-001-25-1
anisomycin,RPL26L1,BRD-K91370081-001-25-1
anisomycin,RPL3,BRD-K91370081-001-25-1
anisomycin,RPL37,BRD-K91370081-001-25-1
anisomycin,RPL8,BRD-K91370081-001-25-1
anisomycin,RSL24D1,BRD-K91370081-001-25-1
anisotropine,CHRM1,BRD-A06771424-004-01-7
anisotropine,CHRM2,BRD-A06771424-004-01-7
anisotropine,CHRM3,BRD-A06771424-004-01-7
anlotinib,KDR,BRD-K36949735-001-01-1
anlotinib,PDGFRB,BRD-K36949735-001-01-1
anpirtoline,HTR1B,BRD-K55424922-003-03-6
anpirtoline,HTR1B,BRD-K55424922-003-02-8
ANR-94,ADORA2A,BRD-K31170746-001-01-6
antagonist-g,MAPK8,BRD-K25863791-001-01-8
antalarmin,CRHR1,BRD-K01363385-003-01-5
antazoline,HRH1,BRD-K99300445-001-01-2
antazoline,HRH1,BRD-K99300445-003-21-6
antazoline,HRH1,BRD-K99300445-003-20-8
anthraquinone,CDC25B,BRD-K15957397-001-04-2
antimycin-a,CYCS,BRD-A67709388-001-05-4
AP-18,TRPA1,BRD-K32143970-001-01-9
apabetalone,BRD3,BRD-K20001883-001-02-7
apafant,PTAFR,BRD-K28115081-001-02-7
apafant,PTAFR,BRD-K28115081-001-03-5
apatinib,CSK,BRD-K25244359-066-02-6
apatinib,CSK,BRD-K25244359-066-03-4
apatinib,KDR,BRD-K25244359-066-02-6
apatinib,KDR,BRD-K25244359-066-03-4
apatinib,KIT,BRD-K25244359-066-02-6
apatinib,KIT,BRD-K25244359-066-03-4
apatinib,RET,BRD-K25244359-066-02-6
apatinib,RET,BRD-K25244359-066-03-4
APC-100,AR,BRD-K07449869-001-01-5
APcK-110,KIT,BRD-K72748448-001-01-0
APcK-110,STAT3,BRD-K72748448-001-01-0
APD597,GPR119,BRD-K86226872-001-01-6
APD668,GPR119,BRD-K10859802-001-01-0
API-001,SIGMAR1,BRD-K26325692-003-01-3
API-1,AKT1,BRD-K97840621-001-01-5
API-1,AKT2,BRD-K97840621-001-01-5
API-1,AKT3,BRD-K97840621-001-01-5
apigenin,AKR1B1,BRD-K01493881-001-29-4
apigenin,AKR1B1,BRD-K01493881-001-28-6
apigenin,AR,BRD-K01493881-001-29-4
apigenin,AR,BRD-K01493881-001-28-6
apigenin,CDK6,BRD-K01493881-001-29-4
apigenin,CDK6,BRD-K01493881-001-28-6
apigenin,CFTR,BRD-K01493881-001-29-4
apigenin,CFTR,BRD-K01493881-001-28-6
apigenin,CYP19A1,BRD-K01493881-001-29-4
apigenin,CYP19A1,BRD-K01493881-001-28-6
apigenin,CYP1B1,BRD-K01493881-001-29-4
apigenin,CYP1B1,BRD-K01493881-001-28-6
apigenin,HSD17B1,BRD-K01493881-001-29-4
apigenin,HSD17B1,BRD-K01493881-001-28-6
apixaban,F10,BRD-K67121414-001-02-5
apixaban,F10,BRD-K67121414-001-03-3
apocynin,NOX4,BRD-K64990520-001-08-4
apoptosis-activator-II,BCHE,BRD-K15164005-001-06-4
apoptosis-activator-II,BCHE,BRD-K15164005-001-04-9
apoptosis-activator-II,BCHE,BRD-K15164005-001-05-6
apoptosis-activator-II,CES1,BRD-K15164005-001-06-4
apoptosis-activator-II,CES1,BRD-K15164005-001-04-9
apoptosis-activator-II,CES1,BRD-K15164005-001-05-6
APR-246,TP53,BRD-A09004963-001-01-3
apraclonidine,ADRA1A,BRD-K38911213-003-01-6
apraclonidine,ADRA2A,BRD-K38911213-003-01-6
apraclonidine,ADRA2B,BRD-K38911213-003-01-6
apraclonidine,ADRA2C,BRD-K38911213-003-01-6
apratastat,ADAM17,BRD-K06883221-001-01-9
apratastat,MMP1,BRD-K06883221-001-01-9
apratastat,MMP13,BRD-K06883221-001-01-9
apratastat,MMP9,BRD-K06883221-001-01-9
apremilast,PDE4A,BRD-K93208532-001-02-5
apremilast,PDE4B,BRD-K93208532-001-02-5
apremilast,PDE4C,BRD-K93208532-001-02-5
apremilast,PDE4D,BRD-K93208532-001-02-5
aprepitant,TACR1,BRD-K65170927-001-01-6
aprindine,CALM1,BRD-K53236343-003-03-7
aprindine,SCN5A,BRD-K53236343-003-03-7
aptiganel,GRIN1,BRD-K63919159-003-08-8
aptiganel,GRIN1,BRD-K63919159-003-07-0
APTO-253,KLF4,BRD-K68003372-001-01-6
APY-29,ERN1,BRD-K17511755-001-01-7
APY0201,IL12A,BRD-K38627885-001-01-9
APY0201,IL12B,BRD-K38627885-001-01-9
APY0201,PIKFYVE,BRD-K38627885-001-01-9
AP26113,ALK,BRD-K56032964-001-02-1
AP26113,EGFR,BRD-K56032964-001-02-1
AQ-RA741,CHRM2,BRD-K81729199-001-02-8
AQ-RA741,CHRM2,BRD-K81729199-001-03-6
AR-A014418,GSK3B,BRD-K67860401-001-07-2
AR-A014418,GSK3B,BRD-K67860401-001-05-6
AR-C155858,SLC16A1,BRD-K42325600-001-01-8
AR-C155858,SLC16A7,BRD-K42325600-001-01-8
AR-12,PDPK1,BRD-K90497590-001-05-9
AR-12,PDPK1,BRD-K90497590-001-07-5
AR-12,PDPK1,BRD-K90497590-001-04-2
AR-12,PDPK1,BRD-K90497590-001-08-3
AR-42,HDAC1,BRD-K13167095-001-02-9
arachidonic-acid,CLCN2,BRD-K03070961-001-10-1
arachidonic-acid,CLCN2,BRD-K03070961-001-08-5
arachidonic-acid,KCNJ4,BRD-K03070961-001-10-1
arachidonic-acid,KCNJ4,BRD-K03070961-001-08-5
arachidonic-acid,KCNK10,BRD-K03070961-001-10-1
arachidonic-acid,KCNK10,BRD-K03070961-001-08-5
arachidonic-acid,KCNK18,BRD-K03070961-001-10-1
arachidonic-acid,KCNK18,BRD-K03070961-001-08-5
arachidonic-acid,KCNK2,BRD-K03070961-001-10-1
arachidonic-acid,KCNK2,BRD-K03070961-001-08-5
arachidonic-acid,PRKCZ,BRD-K03070961-001-10-1
arachidonic-acid,PRKCZ,BRD-K03070961-001-08-5
arachidonic-acid,PTGS1,BRD-K03070961-001-10-1
arachidonic-acid,PTGS1,BRD-K03070961-001-08-5
arachidonic-acid,TRPC6,BRD-K03070961-001-10-1
arachidonic-acid,TRPC6,BRD-K03070961-001-08-5
arachidonic-acid,TRPM2,BRD-K03070961-001-10-1
arachidonic-acid,TRPM2,BRD-K03070961-001-08-5
arbidol,CYP3A4,BRD-K73881242-003-06-1
arbidol,CYP3A4,BRD-K73881242-003-02-0
arbidol,CYP3A4,BRD-K73881242-003-04-6
arbidol,CYP3A4,BRD-K73881242-003-03-8
arbutin,TYR,BRD-K08037784-001-12-6
ARC-239,ADRA2A,BRD-K93188295-300-02-2
ARC-239,ADRA2B,BRD-K93188295-300-02-2
ARC-239,ADRA2C,BRD-K93188295-300-02-2
arctigenin,CHUK,BRD-K53523901-001-05-1
arctigenin,CHUK,BRD-K53523901-001-04-4
arctigenin,MAP2K1,BRD-K53523901-001-05-1
arctigenin,MAP2K1,BRD-K53523901-001-04-4
arcyriaflavin-a,CCND1,BRD-K72726508-001-02-1
arcyriaflavin-a,CCND1,BRD-K72726508-001-03-9
arcyriaflavin-a,CDK4,BRD-K72726508-001-02-1
arcyriaflavin-a,CDK4,BRD-K72726508-001-03-9
ardeparin,SERPINC1,BRD-A83644949-236-01-6
ardeparin,SERPIND1,BRD-A83644949-236-01-6
arecaidine-but-2-ynyl-ester,CHRM2,BRD-K63792901-075-02-1
arecaidine-propargyl-ester,CHRM1,BRD-K23922020-075-03-7
arecaidine-propargyl-ester,CHRM1,BRD-K23922020-075-02-9
arecaidine-propargyl-ester,CHRM2,BRD-K23922020-075-03-7
arecaidine-propargyl-ester,CHRM2,BRD-K23922020-075-02-9
arecaidine-propargyl-ester,CHRM3,BRD-K23922020-075-03-7
arecaidine-propargyl-ester,CHRM3,BRD-K23922020-075-02-9
arecaidine-propargyl-ester,CHRM4,BRD-K23922020-075-03-7
arecaidine-propargyl-ester,CHRM4,BRD-K23922020-075-02-9
arecoline,CHRM1,BRD-K88646909-004-15-4
arecoline,CHRM1,BRD-K88646909-004-16-2
arecoline,CHRM2,BRD-K88646909-004-15-4
arecoline,CHRM2,BRD-K88646909-004-16-2
arecoline,CHRM3,BRD-K88646909-004-15-4
arecoline,CHRM3,BRD-K88646909-004-16-2
arecoline,CHRM4,BRD-K88646909-004-15-4
arecoline,CHRM4,BRD-K88646909-004-16-2
argatroban,F2,BRD-A48261811-001-07-3
argatroban,F2,BRD-A48261811-001-08-1
arglabin,FNTA,BRD-K62734952-001-01-0
arglabin,NFKB1,BRD-K62734952-001-01-0
aripiprazole,ADRA1A,BRD-K70358946-001-17-3
aripiprazole,ADRA1A,BRD-K70358946-001-15-7
aripiprazole,ADRA1A,BRD-K70358946-001-14-0
aripiprazole,ADRA1B,BRD-K70358946-001-17-3
aripiprazole,ADRA1B,BRD-K70358946-001-15-7
aripiprazole,ADRA1B,BRD-K70358946-001-14-0
aripiprazole,ADRA2A,BRD-K70358946-001-17-3
aripiprazole,ADRA2A,BRD-K70358946-001-15-7
aripiprazole,ADRA2A,BRD-K70358946-001-14-0
aripiprazole,ADRA2B,BRD-K70358946-001-17-3
aripiprazole,ADRA2B,BRD-K70358946-001-15-7
aripiprazole,ADRA2B,BRD-K70358946-001-14-0
aripiprazole,ADRA2C,BRD-K70358946-001-17-3
aripiprazole,ADRA2C,BRD-K70358946-001-15-7
aripiprazole,ADRA2C,BRD-K70358946-001-14-0
aripiprazole,CHRM1,BRD-K70358946-001-17-3
aripiprazole,CHRM1,BRD-K70358946-001-15-7
aripiprazole,CHRM1,BRD-K70358946-001-14-0
aripiprazole,CHRM2,BRD-K70358946-001-17-3
aripiprazole,CHRM2,BRD-K70358946-001-15-7
aripiprazole,CHRM2,BRD-K70358946-001-14-0
aripiprazole,CHRM3,BRD-K70358946-001-17-3
aripiprazole,CHRM3,BRD-K70358946-001-15-7
aripiprazole,CHRM3,BRD-K70358946-001-14-0
aripiprazole,CHRM4,BRD-K70358946-001-17-3
aripiprazole,CHRM4,BRD-K70358946-001-15-7
aripiprazole,CHRM4,BRD-K70358946-001-14-0
aripiprazole,CHRM5,BRD-K70358946-001-17-3
aripiprazole,CHRM5,BRD-K70358946-001-15-7
aripiprazole,CHRM5,BRD-K70358946-001-14-0
aripiprazole,DRD1,BRD-K70358946-001-17-3
aripiprazole,DRD1,BRD-K70358946-001-15-7
aripiprazole,DRD1,BRD-K70358946-001-14-0
aripiprazole,DRD2,BRD-K70358946-001-17-3
aripiprazole,DRD2,BRD-K70358946-001-15-7
aripiprazole,DRD2,BRD-K70358946-001-14-0
aripiprazole,DRD3,BRD-K70358946-001-17-3
aripiprazole,DRD3,BRD-K70358946-001-15-7
aripiprazole,DRD3,BRD-K70358946-001-14-0
aripiprazole,DRD4,BRD-K70358946-001-17-3
aripiprazole,DRD4,BRD-K70358946-001-15-7
aripiprazole,DRD4,BRD-K70358946-001-14-0
aripiprazole,DRD5,BRD-K70358946-001-17-3
aripiprazole,DRD5,BRD-K70358946-001-15-7
aripiprazole,DRD5,BRD-K70358946-001-14-0
aripiprazole,HRH1,BRD-K70358946-001-17-3
aripiprazole,HRH1,BRD-K70358946-001-15-7
aripiprazole,HRH1,BRD-K70358946-001-14-0
aripiprazole,HTR1A,BRD-K70358946-001-17-3
aripiprazole,HTR1A,BRD-K70358946-001-15-7
aripiprazole,HTR1A,BRD-K70358946-001-14-0
aripiprazole,HTR1B,BRD-K70358946-001-17-3
aripiprazole,HTR1B,BRD-K70358946-001-15-7
aripiprazole,HTR1B,BRD-K70358946-001-14-0
aripiprazole,HTR1D,BRD-K70358946-001-17-3
aripiprazole,HTR1D,BRD-K70358946-001-15-7
aripiprazole,HTR1D,BRD-K70358946-001-14-0
aripiprazole,HTR1E,BRD-K70358946-001-17-3
aripiprazole,HTR1E,BRD-K70358946-001-15-7
aripiprazole,HTR1E,BRD-K70358946-001-14-0
aripiprazole,HTR2A,BRD-K70358946-001-17-3
aripiprazole,HTR2A,BRD-K70358946-001-15-7
aripiprazole,HTR2A,BRD-K70358946-001-14-0
aripiprazole,HTR2C,BRD-K70358946-001-17-3
aripiprazole,HTR2C,BRD-K70358946-001-15-7
aripiprazole,HTR2C,BRD-K70358946-001-14-0
aripiprazole,HTR3A,BRD-K70358946-001-17-3
aripiprazole,HTR3A,BRD-K70358946-001-15-7
aripiprazole,HTR3A,BRD-K70358946-001-14-0
aripiprazole,HTR6,BRD-K70358946-001-17-3
aripiprazole,HTR6,BRD-K70358946-001-15-7
aripiprazole,HTR6,BRD-K70358946-001-14-0
aripiprazole,HTR7,BRD-K70358946-001-17-3
aripiprazole,HTR7,BRD-K70358946-001-15-7
aripiprazole,HTR7,BRD-K70358946-001-14-0
armodafinil,SLC6A3,BRD-K87278688-001-01-0
arofylline,PDE4A,BRD-K33852358-001-09-9
arotinolol,ADRB3,BRD-A28044053-001-01-7
ARQ-092,AKT2,BRD-K60171656-001-01-6
ARQ-621,KIF11,BRD-K43436647-001-01-7
ARRY-334543,ERBB2,BRD-K46386702-001-02-1
arsanilic-acid,LYZ,BRD-K24179883-001-16-7
arsenic-trioxide,AKT1,BRD-K47190141-396-01-1
arsenic-trioxide,CCND1,BRD-K47190141-396-01-1
arsenic-trioxide,IKBKB,BRD-K47190141-396-01-1
arsenic-trioxide,JUN,BRD-K47190141-396-01-1
arsenic-trioxide,MAPK1,BRD-K47190141-396-01-1
arsenic-trioxide,MAPK3,BRD-K47190141-396-01-1
arsenic-trioxide,TXNRD1,BRD-K47190141-396-01-1
artemether,ATP1A1,BRD-K39621635-001-09-7
artemether,ATP1A1,BRD-K39621635-001-08-9
artemether,ATP1A1,BRD-K39621635-001-07-1
artemether,ATP1A1,BRD-K39621635-001-05-5
artemether,ATP1A1,BRD-K39621635-001-06-3
artemisinin,CYP2B6,BRD-K13112821-001-14-1
artemisinin,CYP2B6,BRD-K13112821-001-18-2
artemisinin,CYP2B6,BRD-K13112821-001-16-6
artemisinin,CYP2B6,BRD-K13112821-001-17-4
arundic-acid,PTGS2,BRD-K49223707-001-01-0
arundic-acid,S100B,BRD-K49223707-001-01-0
ARV-825,BRD4,BRD-A00047421-001-01-7
AS-1269574,GPR119,BRD-K07656463-001-01-5
AS-1892802,ROCK1,BRD-K27051047-001-01-0
AS-1949490,INPP5D,BRD-K61936403-001-01-7
AS-1949490,INPP5D,BRD-K61936403-001-02-5
AS-2034178,FFAR1,BRD-K75254015-001-01-9
AS-2444697,IRAK4,BRD-K73565918-003-01-4
AS-252424,PIK3CG,BRD-K14988953-001-04-4
AS-252424,PIK3CG,BRD-K14988953-001-03-6
AS-604850,PIK3CA,BRD-K63915849-001-03-7
AS-604850,PIK3CG,BRD-K63915849-001-03-7
AS-703026,MAP2K1,BRD-K89014967-001-04-3
AS-703026,MAP2K2,BRD-K89014967-001-04-3
AS-77,KCNA3,BRD-K62427771-001-01-0
AS-77,KCNA5,BRD-K62427771-001-01-0
AS-77,KCNN4,BRD-K62427771-001-01-0
asaraldehyde,PTGS2,BRD-K88219015-001-10-8
ASC-J9,AR,BRD-K30331124-001-01-7
ASC-J9,AR,BRD-K30331124-001-03-3
ASC-J9,AR,BRD-K30331124-001-02-5
ascomycin,FKBP1A,BRD-A72381333-001-01-0
ascorbic-acid,ALKBH2,BRD-A85242401-001-11-5
ascorbic-acid,ALKBH2,BRD-A85242401-001-10-7
ascorbic-acid,ALKBH2,BRD-A85242401-001-05-7
ascorbic-acid,ALKBH2,BRD-A85242401-001-09-9
ascorbic-acid,ALKBH2,BRD-A85242401-001-07-3
ascorbic-acid,ALKBH2,BRD-A85242401-001-12-3
ascorbic-acid,ALKBH3,BRD-A85242401-001-11-5
ascorbic-acid,ALKBH3,BRD-A85242401-001-10-7
ascorbic-acid,ALKBH3,BRD-A85242401-001-05-7
ascorbic-acid,ALKBH3,BRD-A85242401-001-09-9
ascorbic-acid,ALKBH3,BRD-A85242401-001-07-3
ascorbic-acid,ALKBH3,BRD-A85242401-001-12-3
ascorbic-acid,BBOX1,BRD-A85242401-001-11-5
ascorbic-acid,BBOX1,BRD-A85242401-001-10-7
ascorbic-acid,BBOX1,BRD-A85242401-001-05-7
ascorbic-acid,BBOX1,BRD-A85242401-001-09-9
ascorbic-acid,BBOX1,BRD-A85242401-001-07-3
ascorbic-acid,BBOX1,BRD-A85242401-001-12-3
ascorbic-acid,DBH,BRD-A85242401-001-11-5
ascorbic-acid,DBH,BRD-A85242401-001-10-7
ascorbic-acid,DBH,BRD-A85242401-001-05-7
ascorbic-acid,DBH,BRD-A85242401-001-09-9
ascorbic-acid,DBH,BRD-A85242401-001-07-3
ascorbic-acid,DBH,BRD-A85242401-001-12-3
ascorbic-acid,EGLN1,BRD-A85242401-001-11-5
ascorbic-acid,EGLN1,BRD-A85242401-001-10-7
ascorbic-acid,EGLN1,BRD-A85242401-001-05-7
ascorbic-acid,EGLN1,BRD-A85242401-001-09-9
ascorbic-acid,EGLN1,BRD-A85242401-001-07-3
ascorbic-acid,EGLN1,BRD-A85242401-001-12-3
ascorbic-acid,EGLN2,BRD-A85242401-001-11-5
ascorbic-acid,EGLN2,BRD-A85242401-001-10-7
ascorbic-acid,EGLN2,BRD-A85242401-001-05-7
ascorbic-acid,EGLN2,BRD-A85242401-001-09-9
ascorbic-acid,EGLN2,BRD-A85242401-001-07-3
ascorbic-acid,EGLN2,BRD-A85242401-001-12-3
ascorbic-acid,EGLN3,BRD-A85242401-001-11-5
ascorbic-acid,EGLN3,BRD-A85242401-001-10-7
ascorbic-acid,EGLN3,BRD-A85242401-001-05-7
ascorbic-acid,EGLN3,BRD-A85242401-001-09-9
ascorbic-acid,EGLN3,BRD-A85242401-001-07-3
ascorbic-acid,EGLN3,BRD-A85242401-001-12-3
ascorbic-acid,KDM5D,BRD-A85242401-001-11-5
ascorbic-acid,KDM5D,BRD-A85242401-001-10-7
ascorbic-acid,KDM5D,BRD-A85242401-001-05-7
ascorbic-acid,KDM5D,BRD-A85242401-001-09-9
ascorbic-acid,KDM5D,BRD-A85242401-001-07-3
ascorbic-acid,KDM5D,BRD-A85242401-001-12-3
ascorbic-acid,LCT,BRD-A85242401-001-11-5
ascorbic-acid,LCT,BRD-A85242401-001-10-7
ascorbic-acid,LCT,BRD-A85242401-001-05-7
ascorbic-acid,LCT,BRD-A85242401-001-09-9
ascorbic-acid,LCT,BRD-A85242401-001-07-3
ascorbic-acid,LCT,BRD-A85242401-001-12-3
ascorbic-acid,OGFOD1,BRD-A85242401-001-11-5
ascorbic-acid,OGFOD1,BRD-A85242401-001-10-7
ascorbic-acid,OGFOD1,BRD-A85242401-001-05-7
ascorbic-acid,OGFOD1,BRD-A85242401-001-09-9
ascorbic-acid,OGFOD1,BRD-A85242401-001-07-3
ascorbic-acid,OGFOD1,BRD-A85242401-001-12-3
ascorbic-acid,OGFOD2,BRD-A85242401-001-11-5
ascorbic-acid,OGFOD2,BRD-A85242401-001-10-7
ascorbic-acid,OGFOD2,BRD-A85242401-001-05-7
ascorbic-acid,OGFOD2,BRD-A85242401-001-09-9
ascorbic-acid,OGFOD2,BRD-A85242401-001-07-3
ascorbic-acid,OGFOD2,BRD-A85242401-001-12-3
ascorbic-acid,P3H1,BRD-A85242401-001-11-5
ascorbic-acid,P3H1,BRD-A85242401-001-10-7
ascorbic-acid,P3H1,BRD-A85242401-001-05-7
ascorbic-acid,P3H1,BRD-A85242401-001-09-9
ascorbic-acid,P3H1,BRD-A85242401-001-07-3
ascorbic-acid,P3H1,BRD-A85242401-001-12-3
ascorbic-acid,P3H2,BRD-A85242401-001-11-5
ascorbic-acid,P3H2,BRD-A85242401-001-10-7
ascorbic-acid,P3H2,BRD-A85242401-001-05-7
ascorbic-acid,P3H2,BRD-A85242401-001-09-9
ascorbic-acid,P3H2,BRD-A85242401-001-07-3
ascorbic-acid,P3H2,BRD-A85242401-001-12-3
ascorbic-acid,P3H3,BRD-A85242401-001-11-5
ascorbic-acid,P3H3,BRD-A85242401-001-10-7
ascorbic-acid,P3H3,BRD-A85242401-001-05-7
ascorbic-acid,P3H3,BRD-A85242401-001-09-9
ascorbic-acid,P3H3,BRD-A85242401-001-07-3
ascorbic-acid,P3H3,BRD-A85242401-001-12-3
ascorbic-acid,P4HA1,BRD-A85242401-001-11-5
ascorbic-acid,P4HA1,BRD-A85242401-001-10-7
ascorbic-acid,P4HA1,BRD-A85242401-001-05-7
ascorbic-acid,P4HA1,BRD-A85242401-001-09-9
ascorbic-acid,P4HA1,BRD-A85242401-001-07-3
ascorbic-acid,P4HA1,BRD-A85242401-001-12-3
ascorbic-acid,P4HTM,BRD-A85242401-001-11-5
ascorbic-acid,P4HTM,BRD-A85242401-001-10-7
ascorbic-acid,P4HTM,BRD-A85242401-001-05-7
ascorbic-acid,P4HTM,BRD-A85242401-001-09-9
ascorbic-acid,P4HTM,BRD-A85242401-001-07-3
ascorbic-acid,P4HTM,BRD-A85242401-001-12-3
ascorbic-acid,PAM,BRD-A85242401-001-11-5
ascorbic-acid,PAM,BRD-A85242401-001-10-7
ascorbic-acid,PAM,BRD-A85242401-001-05-7
ascorbic-acid,PAM,BRD-A85242401-001-09-9
ascorbic-acid,PAM,BRD-A85242401-001-07-3
ascorbic-acid,PAM,BRD-A85242401-001-12-3
ascorbic-acid,PHYH,BRD-A85242401-001-11-5
ascorbic-acid,PHYH,BRD-A85242401-001-10-7
ascorbic-acid,PHYH,BRD-A85242401-001-05-7
ascorbic-acid,PHYH,BRD-A85242401-001-09-9
ascorbic-acid,PHYH,BRD-A85242401-001-07-3
ascorbic-acid,PHYH,BRD-A85242401-001-12-3
ascorbic-acid,PLOD1,BRD-A85242401-001-11-5
ascorbic-acid,PLOD1,BRD-A85242401-001-10-7
ascorbic-acid,PLOD1,BRD-A85242401-001-05-7
ascorbic-acid,PLOD1,BRD-A85242401-001-09-9
ascorbic-acid,PLOD1,BRD-A85242401-001-07-3
ascorbic-acid,PLOD1,BRD-A85242401-001-12-3
ascorbic-acid,PLOD2,BRD-A85242401-001-11-5
ascorbic-acid,PLOD2,BRD-A85242401-001-10-7
ascorbic-acid,PLOD2,BRD-A85242401-001-05-7
ascorbic-acid,PLOD2,BRD-A85242401-001-09-9
ascorbic-acid,PLOD2,BRD-A85242401-001-07-3
ascorbic-acid,PLOD2,BRD-A85242401-001-12-3
ascorbic-acid,PLOD3,BRD-A85242401-001-11-5
ascorbic-acid,PLOD3,BRD-A85242401-001-10-7
ascorbic-acid,PLOD3,BRD-A85242401-001-05-7
ascorbic-acid,PLOD3,BRD-A85242401-001-09-9
ascorbic-acid,PLOD3,BRD-A85242401-001-07-3
ascorbic-acid,PLOD3,BRD-A85242401-001-12-3
ascorbic-acid,SLC23A1,BRD-A85242401-001-11-5
ascorbic-acid,SLC23A1,BRD-A85242401-001-10-7
ascorbic-acid,SLC23A1,BRD-A85242401-001-05-7
