pert_iname_compound,gene,y_prob,classifier,formulation,features,gene_rank,gene_pct,compound_rank,compound_pct,gene_compound_global_rank,gene_compound_global_pct,gene_compound_local_pct,n_connected_genes_train,connected_genes_train,n_connected_compounds_train,connected_compounds_train,any_connected_train,which_connected_train
NVP-AEW541,IGF1R,0.014602208,transformerx,compound,crispr_orf__max_consensus,18,0.1125,9,0.14516129032258066,537,0.05413306451612903,0.12883064516129034,0,,2,BMS-536924|ceritinib,TRUE,compound
NVP-HSP990,HSP90AA1,0.00771748,transformerx,compound,crispr_orf__max_consensus,53,0.33125,35,0.5645161290322581,3339,0.3365927419354839,0.447883064516129,0,,2,ganetespib|geldanamycin,TRUE,compound
NVP-HSP990,HSP90AB1,0.005540008,transformerx,compound,crispr_orf__max_consensus,82,0.5125,41,0.6612903225806451,5034,0.5074596774193548,0.5868951612903226,0,,1,geldanamycin,TRUE,compound
OMDM-2,GPR119,5.778141e-4,transformerx,compound,crispr_orf__max_consensus,157,0.98125,4,0.06451612903225806,9664,0.9741935483870968,0.522883064516129,0,,0,,FALSE,neither
PETCM,CASP3,0.008258682,transformerx,compound,crispr_orf__max_consensus,34,0.2125,41,0.6612903225806451,2680,0.2701612903225806,0.4368951612903226,0,,2,NQDI-1|minocycline,TRUE,compound
PF-04217903,MET,0.0016674774,transformerx,compound,crispr_orf__max_consensus,110,0.6875,46,0.7419354838709677,7216,0.7274193548387097,0.7147177419354839,0,,2,BMS-536924|SGX523,TRUE,compound
PF-05190457,GHSR,0.0027175543,transformerx,compound,crispr_orf__max_consensus,104,0.65,17,0.27419354838709675,6696,0.675,0.4620967741935484,0,,1,ibutamoren,TRUE,compound
PHA-793887,CDK2,0.06465203,transformerx,compound,crispr_orf__max_consensus,3,0.01875,13,0.20967741935483872,262,0.026411290322580647,0.11421370967741935,0,,6,BMS-536924|NSC-625987|RGB-286638|TG-02|aminopurvalanol-a|ryuvidine,TRUE,compound
PHA-793887,CDK4,0.09604167,transformerx,compound,crispr_orf__max_consensus,2,0.0125,8,0.12903225806451613,216,0.021774193548387097,0.07076612903225807,0,,4,NSC-625987|RGB-286638|arcyriaflavin-a|ryuvidine,TRUE,compound
PHA-793887,CDK7,0.0019006938,transformerx,compound,crispr_orf__max_consensus,118,0.7375,14,0.22580645161290322,7120,0.717741935483871,0.48165322580645165,0,,2,RGB-286638|TG-02,TRUE,compound
PHA-793887,CDK9,0.01094546,transformerx,compound,crispr_orf__max_consensus,10,0.0625,14,0.22580645161290322,918,0.09254032258064517,0.14415322580645162,0,,2,RGB-286638|TG-02,TRUE,compound
RKI-1447,PAK1,6.3945446e-4,transformerx,compound,crispr_orf__max_consensus,152,0.95,1,0.016129032258064516,9353,0.9428427419354839,0.48306451612903223,0,,0,,FALSE,neither
SB-202190,AKT1,0.0878931,transformerx,compound,crispr_orf__max_consensus,14,0.0875,8,0.12903225806451613,226,0.022782258064516128,0.10826612903225806,0,,4,BMS-536924|GSK2110183|PD-98059|SB-203580,TRUE,compound
SB-202190,LCK,0.35279682,transformerx,compound,crispr_orf__max_consensus,1,0.00625,6,0.0967741935483871,36,0.0036290322580645163,0.05151209677419355,0,,6,BMS-536924|PD-98059|PP-2|SB-203580|ZM-336372|ponatinib,TRUE,compound
SB-202190,MAPK14,0.13667719,transformerx,compound,crispr_orf__max_consensus,12,0.075,8,0.12903225806451613,176,0.017741935483870968,0.10201612903225807,0,,3,PD-98059|SB-203580|ZM-336372,TRUE,compound
SB-202190,MAPK8,0.2511758,transformerx,compound,crispr_orf__max_consensus,5,0.03125,6,0.0967741935483871,96,0.00967741935483871,0.06401209677419355,0,,4,CC-401|PD-98059|SB-203580|SU3327,TRUE,compound
SRC-kinase-inhibitor-I,CSK,6.6322956e-4,transformerx,compound,crispr_orf__max_consensus,149,0.93125,45,0.7258064516129032,9224,0.9298387096774193,0.8285282258064517,0,,0,,FALSE,neither
SRC-kinase-inhibitor-I,LCK,0.4206976,transformerx,compound,crispr_orf__max_consensus,2,0.0125,4,0.06451612903225806,16,0.0016129032258064516,0.03850806451612903,0,,6,BMS-536924|PD-98059|PP-2|SB-203580|ZM-336372|ponatinib,TRUE,compound
acalabrutinib,BTK,0.0024747273,transformerx,compound,crispr_orf__max_consensus,105,0.65625,49,0.7903225806451613,6876,0.6931451612903226,0.7232862903225806,0,,1,AVL-292,TRUE,compound
acetylcysteine,GRIN2A,0.004085973,transformerx,compound,crispr_orf__max_consensus,104,0.65,46,0.7419354838709677,5993,0.604133064516129,0.6959677419354839,0,,1,TCN201,TRUE,compound
acetylcysteine,SLC7A11,0.006343766,transformerx,compound,crispr_orf__max_consensus,82,0.5125,24,0.3870967741935484,4560,0.4596774193548387,0.44979838709677417,0,,1,sulfasalazine,TRUE,compound
amiloride,ASIC1,0.00798846,transformerx,compound,crispr_orf__max_consensus,30,0.1875,52,0.8387096774193549,3006,0.3030241935483871,0.5131048387096775,0,,2,benzamil|nafamostat,TRUE,compound
amiloride,SCNN1G,0.0036807891,transformerx,compound,crispr_orf__max_consensus,93,0.58125,55,0.8870967741935484,6190,0.623991935483871,0.7341733870967742,0,,1,benzamil,TRUE,compound
amlexanox,FGF1,0.0045139664,transformerx,compound,crispr_orf__max_consensus,88,0.55,36,0.5806451612903226,5759,0.5805443548387097,0.5653225806451614,0,,1,pazopanib,TRUE,compound
amlexanox,PDE4D,8.4095675e-4,transformerx,compound,crispr_orf__max_consensus,139,0.86875,48,0.7741935483870968,8709,0.8779233870967742,0.8214717741935484,0,,4,Ro-20-1724|dyphylline|ibudilast|zaprinast,TRUE,compound
amlodipine,CACNA2D3,0.0034141873,transformerx,compound,crispr_orf__max_consensus,100,0.625,44,0.7096774193548387,6301,0.6351814516129032,0.6673387096774194,0,,1,nilvadipine,TRUE,compound
azeliragon,AGER,5.7233096e-4,transformerx,compound,crispr_orf__max_consensus,155,0.96875,62,1,9680,0.9758064516129032,0.984375,0,,0,,FALSE,neither
brinzolamide,CA14,0.049840175,transformerx,compound,crispr_orf__max_consensus,16,0.1,2,0.03225806451612903,301,0.03034274193548387,0.06612903225806452,0,,3,carzenide|coumarin|ethoxzolamide,TRUE,compound
brinzolamide,CA5A,0.007658945,transformerx,compound,crispr_orf__max_consensus,76,0.475,1,0.016129032258064516,3416,0.3443548387096774,0.24556451612903224,0,,1,ethoxzolamide,TRUE,compound
cilostazol,PDE3A,0.0012424476,transformerx,compound,crispr_orf__max_consensus,123,0.76875,15,0.24193548387096775,7637,0.769858870967742,0.5053427419354839,0,,3,Ro-20-1724|dyphylline|ibudilast,TRUE,compound
danusertib,AURKB,0.0236277,transformerx,compound,crispr_orf__max_consensus,9,0.05625,11,0.1774193548387097,386,0.038911290322580644,0.11683467741935484,0,,3,AMG900|GSK1070916|orantinib,TRUE,compound
danusertib,NTRK1,0.022352628,transformerx,compound,crispr_orf__max_consensus,10,0.0625,15,0.24193548387096775,393,0.03961693548387097,0.15221774193548387,0,,2,LOXO-101|regorafenib,TRUE,compound
danusertib,RET,0.0012768549,transformerx,compound,crispr_orf__max_consensus,130,0.8125,18,0.2903225806451613,7567,0.7628024193548387,0.5514112903225806,0,,3,PP-1|ponatinib|regorafenib,TRUE,compound
delanzomib,CTSG,0.005191606,transformerx,compound,crispr_orf__max_consensus,83,0.51875,24,0.3870967741935484,5305,0.5347782258064516,0.4529233870967742,0,,1,aloxistatin,TRUE,compound
delanzomib,CYP3A4,8.9291687e-4,transformerx,compound,crispr_orf__max_consensus,137,0.85625,59,0.9516129032258065,8469,0.8537298387096774,0.9039314516129032,0,,7,BMS-536924|GSK1070916|SB-203580|cyclophosphamide|methoxsalen|nevirapine|paliperidone,TRUE,compound
delanzomib,ELANE,6.007036e-4,transformerx,compound,crispr_orf__max_consensus,155,0.96875,20,0.3225806451612903,9517,0.959375,0.6456653225806451,0,,0,,FALSE,neither
diacerein,IL1B,0.0011199826,transformerx,compound,crispr_orf__max_consensus,120,0.75,36,0.5806451612903226,7771,0.7833669354838709,0.6653225806451613,0,,3,JTE-607|ibudilast|minocycline,TRUE,compound
diltiazem,CACNG1,0.007141302,transformerx,compound,crispr_orf__max_consensus,54,0.3375,52,0.8387096774193549,4000,0.4032258064516129,0.5881048387096774,0,,2,ibutilide|lercanidipine,TRUE,compound
diltiazem,HTR3A,7.71674e-4,transformerx,compound,crispr_orf__max_consensus,144,0.9,47,0.7580645161290323,8956,0.9028225806451613,0.8290322580645162,0,,3,aripiprazole|olanzapine|procaine,TRUE,compound
edoxaban,F10,8.074347e-4,transformerx,compound,crispr_orf__max_consensus,143,0.89375,60,0.967741935483871,8876,0.894758064516129,0.9307459677419355,0,,0,,FALSE,neither
efaproxiral,HBB,8.3236943e-4,transformerx,compound,crispr_orf__max_consensus,138,0.8625,42,0.6774193548387096,8752,0.882258064516129,0.7699596774193549,0,,0,,FALSE,neither
efaroxan,ADORA2A,0.0015254446,transformerx,compound,crispr_orf__max_consensus,110,0.6875,57,0.9193548387096774,7282,0.7340725806451613,0.8034274193548387,0,,3,ANR-94|N6-cyclopentyladenosine|dyphylline,TRUE,compound
enilconazole,CYP1A2,9.336563e-4,transformerx,compound,crispr_orf__max_consensus,130,0.8125,51,0.8225806451612904,8329,0.839616935483871,0.8175403225806452,0,,2,methoxsalen|nevirapine,TRUE,compound
enilconazole,CYP3A4,9.0610416e-4,transformerx,compound,crispr_orf__max_consensus,133,0.83125,51,0.8225806451612904,8427,0.8494959677419355,0.8269153225806452,0,,7,BMS-536924|GSK1070916|SB-203580|cyclophosphamide|methoxsalen|nevirapine|paliperidone,TRUE,compound
filgotinib,JAK1,0.009534944,transformerx,compound,crispr_orf__max_consensus,35,0.21875,19,0.3064516129032258,1503,0.15151209677419356,0.2626008064516129,0,,2,TG-101348|ruxolitinib,TRUE,compound
flindokalner,KCNMA1,0.009790985,transformerx,compound,crispr_orf__max_consensus,37,0.23125,20,0.3225806451612903,1341,0.13518145161290324,0.27691532258064516,0,,2,NS-11021|procaine,TRUE,compound
flindokalner,KCNN4,0.0011013093,transformerx,compound,crispr_orf__max_consensus,138,0.8625,18,0.2903225806451613,7803,0.7865927419354839,0.5764112903225806,0,,4,1-EBIO|NS-309|enflurane|procaine,TRUE,compound
flindokalner,KCNQ2,0.008147779,transformerx,compound,crispr_orf__max_consensus,62,0.3875,37,0.5967741935483871,2822,0.2844758064516129,0.4921370967741936,0,,2,dalfampridine|meclofenamic-acid,TRUE,compound
flupirtine,KCNQ2,0.0087279705,transformerx,compound,crispr_orf__max_consensus,52,0.325,14,0.22580645161290322,2146,0.21633064516129033,0.2754032258064516,0,,2,dalfampridine|meclofenamic-acid,TRUE,compound
gabapentin-enacarbil,CACNA2D3,0.0034366772,transformerx,compound,crispr_orf__max_consensus,95,0.59375,34,0.5483870967741935,6281,0.6331653225806452,0.5710685483870968,0,,1,nilvadipine,TRUE,compound
gabapentin-enacarbil,CACNB4,0.0010140456,transformerx,compound,crispr_orf__max_consensus,127,0.79375,37,0.5967741935483871,8033,0.8097782258064516,0.6952620967741936,0,,0,,FALSE,neither
gabapentin-enacarbil,CACNG1,0.0072038905,transformerx,compound,crispr_orf__max_consensus,57,0.35625,48,0.7741935483870968,3944,0.3975806451612903,0.5652217741935484,0,,2,ibutilide|lercanidipine,TRUE,compound
ixabepilone,TUBB,0.015142391,transformerx,compound,crispr_orf__max_consensus,18,0.1125,7,0.11290322580645161,517,0.05211693548387097,0.1127016129032258,0,,3,colchicine|epothilone-b|oxibendazole,TRUE,compound
ixabepilone,TUBB3,0.021988086,transformerx,compound,crispr_orf__max_consensus,9,0.05625,6,0.0967741935483871,399,0.04022177419354839,0.07651209677419354,0,,2,colchicine|epothilone-b,TRUE,compound
ixabepilone,TUBB4B,0.057820488,transformerx,compound,crispr_orf__max_consensus,4,0.025,6,0.0967741935483871,278,0.028024193548387095,0.060887096774193544,0,,3,colchicine|epothilone-b|oxibendazole,TRUE,compound
menadione,F10,8.525239e-4,transformerx,compound,crispr_orf__max_consensus,138,0.8625,31,0.5,8646,0.8715725806451613,0.68125,0,,0,,FALSE,neither
prasugrel,P2RY12,0.0062717516,transformerx,compound,crispr_orf__max_consensus,71,0.44375,29,0.46774193548387094,4611,0.4648185483870968,0.45574596774193543,0,,1,AZD1283,TRUE,compound
quinine,KCNN4,8.938102e-4,transformerx,compound,crispr_orf__max_consensus,134,0.8375,36,0.5806451612903226,8466,0.8534274193548387,0.7090725806451613,0,,4,1-EBIO|NS-309|enflurane|procaine,TRUE,compound
racecadotril,MME,0.0032359033,transformerx,compound,crispr_orf__max_consensus,98,0.6125,46,0.7419354838709677,6468,0.652016129032258,0.6772177419354839,0,,1,sacubitril,TRUE,compound
saclofen,KCTD16,0.0040705064,transformerx,compound,crispr_orf__max_consensus,122,0.7625,6,0.0967741935483871,6000,0.6048387096774194,0.42963709677419354,0,,1,baclofen,TRUE,compound
sorbinil,AKR1B1,0.002510845,transformerx,compound,crispr_orf__max_consensus,104,0.65,29,0.46774193548387094,6836,0.6891129032258064,0.5588709677419355,0,,1,citric-acid,TRUE,compound
sotrastaurin,PRKCB,0.008627282,transformerx,compound,crispr_orf__max_consensus,82,0.5125,10,0.16129032258064516,2268,0.22862903225806452,0.33689516129032254,0,,2,CGP-53353|vitamin-E,TRUE,compound
sotrastaurin,PRKCE,0.0044850493,transformerx,compound,crispr_orf__max_consensus,122,0.7625,9,0.14516129032258066,5783,0.5829637096774194,0.4538306451612903,0,,1,afimoxifene,TRUE,compound
taladegib,DHH,0.006788494,transformerx,compound,crispr_orf__max_consensus,67,0.41875,23,0.3709677419354839,4269,0.4303427419354839,0.39485887096774197,0,,1,M-25,TRUE,compound
thiostrepton,FOXM1,5.476744e-4,transformerx,compound,crispr_orf__max_consensus,315,0.984375,24,0.3870967741935484,9793,0.9871975806451613,0.6857358870967742,0,,0,,FALSE,neither
thiostrepton,FOXM1,5.441249e-4,transformerx,compound,crispr_orf__max_consensus,316,0.9875,32,0.5161290322580645,9803,0.9882056451612903,0.7518145161290323,0,,0,,FALSE,neither
triamterene,SCNN1G,0.0036659513,transformerx,compound,crispr_orf__max_consensus,93,0.58125,58,0.9354838709677419,6193,0.6242943548387097,0.7583669354838709,0,,1,benzamil,TRUE,compound
1-octanol,GJB4,0.996579958149754,cosine,compound,orf,21,0.13125,27,0.43548387096774194,1351,0.13618951612903227,0.283366935483871,0,,1,flufenamic-acid,TRUE,compound
"2,5-furandimethanol",HBB,0.9893214241718492,cosine,compound,orf,97,0.60625,25,0.4032258064516129,4315,0.43497983870967744,0.5047379032258064,0,,0,,FALSE,neither
2-Oleoylglycerol,GPR119,0.9975718792205148,cosine,compound,orf,14,0.0875,12,0.1935483870967742,635,0.06401209677419355,0.14052419354838708,0,,0,,FALSE,neither
A-987306,AVPR1A,0.993454910033742,cosine,compound,orf,86,0.5375,9,0.14516129032258066,2979,0.3003024193548387,0.3413306451612903,0,,1,conivaptan,TRUE,compound
A-987306,CCR1,0.9958677651964148,cosine,compound,orf,61,0.38125,2,0.03225806451612903,1785,0.17993951612903225,0.2067540322580645,0,,1,ZK811752,TRUE,compound
A-987306,CHRM2,0.9350007373955148,cosine,compound,orf,133,0.83125,13,0.20967741935483872,6712,0.6766129032258065,0.5204637096774194,0,,2,aripiprazole|olanzapine,TRUE,compound
A-987306,CHRM3,0.5486643773063319,cosine,compound,orf,154,0.9625,12,0.1935483870967742,8829,0.8900201612903226,0.5780241935483871,0,,3,aripiprazole|olanzapine|zamifenacin,TRUE,compound
A-987306,HTR3A,0.997357292420733,cosine,compound,orf,30,0.1875,11,0.1774193548387097,781,0.07872983870967742,0.18245967741935484,0,,3,aripiprazole|olanzapine|procaine,TRUE,compound
BAN-ORL-24,OPRL1,0.02667890446633067,cosine,compound,orf,112,0.7,62,1,9812,0.9891129032258065,0.85,0,,1,MCOPPB,TRUE,compound
BAY-87-2243,HIF1A,0.7653667972484658,cosine,compound,orf,146,0.9125,17,0.27419354838709675,8369,0.8436491935483871,0.5933467741935483,0,,1,YC-1,TRUE,compound
BVT-948,PTPN2,0.9941897183215568,cosine,compound,orf,39,0.121875,32,0.5161290322580645,2652,0.26733870967741935,0.31900201612903223,0,,0,,FALSE,neither
BVT-948,PTPN2,0.4598541380607168,cosine,compound,orf,196,0.6125,59,0.9516129032258065,8962,0.9034274193548387,0.7820564516129033,0,,0,,FALSE,neither
CCG-50014,RGS4,0.9921606705431056,cosine,compound,orf,96,0.6,18,0.2903225806451613,3506,0.35342741935483873,0.44516129032258067,0,,1,CCG-63802,TRUE,compound
CYT-997,TUBB,0.9389680782529018,cosine,compound,orf,79,0.49375,51,0.8225806451612904,6647,0.6700604838709677,0.6581653225806452,0,,3,colchicine|epothilone-b|oxibendazole,TRUE,compound
DG-172,PPARD,0.9888023005953466,cosine,compound,orf,5,0.03125,47,0.7580645161290323,4422,0.44576612903225804,0.3946572580645161,0,,0,,FALSE,neither
EI1,EZH2,0.9801591033747936,cosine,compound,orf,111,0.69375,44,0.7096774193548387,5397,0.5440524193548387,0.7017137096774193,0,,1,UNC1999,TRUE,compound
FPS-ZM1,AGER,0.9976208118211626,cosine,compound,orf,17,0.10625,10,0.16129032258064516,601,0.06058467741935484,0.13377016129032257,0,,0,,FALSE,neither
GW-311616,ELANE,0.9899439556222184,cosine,compound,orf,59,0.36875,42,0.6774193548387096,4172,0.4205645161290323,0.5230846774193548,0,,0,,FALSE,neither
L-Cystine,SLC7A11,0.2136555317880918,cosine,compound,orf,158,0.9875,27,0.43548387096774194,9443,0.9519153225806452,0.711491935483871,0,,1,sulfasalazine,TRUE,compound
ML-228,HIF1A,0.7608939954376042,cosine,compound,orf,146,0.9125,26,0.41935483870967744,8387,0.8454637096774194,0.6659274193548387,0,,1,YC-1,TRUE,compound
N-alpha-Methylhistamine-dihydrochloride,HRH4,0.9967550915078623,cosine,compound,orf,18,0.1125,21,0.3387096774193548,1221,0.12308467741935483,0.2256048387096774,0,,1,olanzapine,TRUE,compound
NBQX,GRIN2A,0.4315564774015168,cosine,compound,orf,155,0.96875,27,0.43548387096774194,9069,0.9142137096774193,0.702116935483871,0,,1,TCN201,TRUE,compound
NSC-95397,CDC25A,0.8239103845625403,cosine,compound,orf,59,0.36875,57,0.9193548387096774,8106,0.8171370967741935,0.6440524193548387,0,,0,,FALSE,neither
NVP-ADW742,IGF1R,0.8788806605406994,cosine,compound,orf,11,0.06875,55,0.8870967741935484,7300,0.7358870967741935,0.4779233870967742,0,,2,BMS-536924|ceritinib,TRUE,compound
NVP-AEW541,IGF1R,0.9950429413129368,cosine,compound,orf,21,0.13125,28,0.45161290322580644,2255,0.22731854838709678,0.29143145161290324,0,,2,BMS-536924|ceritinib,TRUE,compound
NVP-HSP990,HSP90AA1,0.8692362075899052,cosine,compound,orf,105,0.65625,53,0.8548387096774194,7541,0.7601814516129032,0.7555443548387097,0,,2,ganetespib|geldanamycin,TRUE,compound
NVP-HSP990,HSP90AB1,0.801378072772695,cosine,compound,orf,136,0.85,56,0.9032258064516129,8294,0.8360887096774193,0.8766129032258064,0,,1,geldanamycin,TRUE,compound
OMDM-2,GPR119,0.9976130415957608,cosine,compound,orf,12,0.075,9,0.14516129032258066,607,0.061189516129032256,0.11008064516129032,0,,0,,FALSE,neither
PETCM,CASP3,0.9981909458877108,cosine,compound,orf,21,0.13125,9,0.14516129032258066,268,0.027016129032258064,0.13820564516129033,0,,2,NQDI-1|minocycline,TRUE,compound
PF-04217903,MET,0.9758945549620416,cosine,compound,orf,117,0.73125,20,0.3225806451612903,5572,0.5616935483870967,0.5269153225806451,0,,2,BMS-536924|SGX523,TRUE,compound
PF-05190457,GHSR,0.764412757753714,cosine,compound,orf,147,0.91875,4,0.06451612903225806,8373,0.8440524193548387,0.491633064516129,0,,1,ibutamoren,TRUE,compound
PHA-793887,CDK2,0.9872116688611716,cosine,compound,orf,70,0.4375,42,0.6774193548387096,4712,0.475,0.5574596774193548,0,,6,BMS-536924|NSC-625987|RGB-286638|TG-02|aminopurvalanol-a|ryuvidine,TRUE,compound
PHA-793887,CDK4,0.9630862997248756,cosine,compound,orf,123,0.76875,46,0.7419354838709677,6145,0.6194556451612904,0.7553427419354839,0,,4,NSC-625987|RGB-286638|arcyriaflavin-a|ryuvidine,TRUE,compound
PHA-793887,CDK7,0.9910621471762724,cosine,compound,orf,9,0.05625,45,0.7258064516129032,3851,0.3882056451612903,0.39102822580645163,0,,2,RGB-286638|TG-02,TRUE,compound
PHA-793887,CDK9,0.9895884282594688,cosine,compound,orf,41,0.25625,46,0.7419354838709677,4258,0.42923387096774196,0.49909274193548386,0,,2,RGB-286638|TG-02,TRUE,compound
RKI-1447,PAK1,0.9601537606487964,cosine,compound,orf,102,0.6375,49,0.7903225806451613,6226,0.6276209677419354,0.7139112903225806,0,,0,,FALSE,neither
SB-202190,AKT1,0.990691949853417,cosine,compound,orf,98,0.6125,6,0.0967741935483871,3967,0.3998991935483871,0.3546370967741936,0,,4,BMS-536924|GSK2110183|PD-98059|SB-203580,TRUE,compound
SB-202190,LCK,0.9644042820545204,cosine,compound,orf,126,0.7875,33,0.532258064516129,6094,0.6143145161290322,0.6598790322580645,0,,6,BMS-536924|PD-98059|PP-2|SB-203580|ZM-336372|ponatinib,TRUE,compound
SB-202190,MAPK14,0.996279373829912,cosine,compound,orf,53,0.33125,21,0.3387096774193548,1534,0.15463709677419354,0.3349798387096774,0,,3,PD-98059|SB-203580|ZM-336372,TRUE,compound
SB-202190,MAPK8,0.9975881601646656,cosine,compound,orf,20,0.125,15,0.24193548387096775,624,0.06290322580645161,0.18346774193548387,0,,4,CC-401|PD-98059|SB-203580|SU3327,TRUE,compound
SRC-kinase-inhibitor-I,CSK,0.8795396059387077,cosine,compound,orf,128,0.8,50,0.8064516129032258,7290,0.7348790322580645,0.8032258064516129,0,,0,,FALSE,neither
SRC-kinase-inhibitor-I,LCK,0.903565966824719,cosine,compound,orf,117,0.73125,52,0.8387096774193549,7009,0.7065524193548387,0.7849798387096774,0,,6,BMS-536924|PD-98059|PP-2|SB-203580|ZM-336372|ponatinib,TRUE,compound
acalabrutinib,BTK,0.9971809698374136,cosine,compound,orf,5,0.03125,19,0.3064516129032258,896,0.09032258064516129,0.1688508064516129,0,,1,AVL-292,TRUE,compound
acetylcysteine,GRIN2A,0.5117536241613673,cosine,compound,orf,155,0.96875,1,0.016129032258064516,8899,0.8970766129032258,0.49243951612903225,0,,1,TCN201,TRUE,compound
acetylcysteine,SLC7A11,0.31891565120904897,cosine,compound,orf,157,0.98125,2,0.03225806451612903,9304,0.9379032258064516,0.5067540322580645,0,,1,sulfasalazine,TRUE,compound
amiloride,ASIC1,0.9915488257769712,cosine,compound,orf,27,0.16875,36,0.5806451612903226,3709,0.3738911290322581,0.37469758064516134,0,,2,benzamil|nafamostat,TRUE,compound
amiloride,SCNN1G,0.20519082065397393,cosine,compound,orf,157,0.98125,50,0.8064516129032258,9465,0.954133064516129,0.8938508064516129,0,,1,benzamil,TRUE,compound
amlexanox,FGF1,0.984738217592894,cosine,compound,orf,93,0.58125,47,0.7580645161290323,5031,0.5071572580645162,0.6696572580645161,0,,1,pazopanib,TRUE,compound
amlexanox,PDE4D,0.9770472705927908,cosine,compound,orf,112,0.7,24,0.3870967741935484,5527,0.5571572580645161,0.5435483870967741,0,,4,Ro-20-1724|dyphylline|ibudilast|zaprinast,TRUE,compound
amlodipine,CACNA2D3,0.9967950341576368,cosine,compound,orf,4,0.025,19,0.3064516129032258,1190,0.11995967741935484,0.16572580645161292,0,,1,nilvadipine,TRUE,compound
azeliragon,AGER,0.9821280875834768,cosine,compound,orf,74,0.4625,48,0.7741935483870968,5294,0.5336693548387097,0.6183467741935484,0,,0,,FALSE,neither
brinzolamide,CA14,0.9970273028430852,cosine,compound,orf,25,0.15625,24,0.3870967741935484,1008,0.10161290322580645,0.2716733870967742,0,,3,carzenide|coumarin|ethoxzolamide,TRUE,compound
brinzolamide,CA5A,0.8396852873236893,cosine,compound,orf,143,0.89375,18,0.2903225806451613,7912,0.7975806451612903,0.5920362903225806,0,,1,ethoxzolamide,TRUE,compound
cilostazol,PDE3A,0.9984855404882952,cosine,compound,orf,8,0.05,7,0.11290322580645161,141,0.014213709677419355,0.0814516129032258,0,,3,Ro-20-1724|dyphylline|ibudilast,TRUE,compound
danusertib,AURKB,0.8300939547511944,cosine,compound,orf,25,0.15625,58,0.9354838709677419,8021,0.8085685483870968,0.545866935483871,0,,3,AMG900|GSK1070916|orantinib,TRUE,compound
danusertib,NTRK1,0.7543032798196413,cosine,compound,orf,130,0.8125,58,0.9354838709677419,8423,0.8490927419354839,0.873991935483871,0,,2,LOXO-101|regorafenib,TRUE,compound
danusertib,RET,0.8108985793679427,cosine,compound,orf,90,0.5625,58,0.9354838709677419,8239,0.8305443548387097,0.748991935483871,0,,3,PP-1|ponatinib|regorafenib,TRUE,compound
delanzomib,CTSG,0.8717007577045952,cosine,compound,orf,37,0.23125,56,0.9032258064516129,7464,0.7524193548387097,0.5672379032258065,0,,1,aloxistatin,TRUE,compound
delanzomib,CYP3A4,0.8665568917521836,cosine,compound,orf,89,0.55625,56,0.9032258064516129,7613,0.7674395161290323,0.7297379032258065,0,,7,BMS-536924|GSK1070916|SB-203580|cyclophosphamide|methoxsalen|nevirapine|paliperidone,TRUE,compound
delanzomib,ELANE,0.8702067064323364,cosine,compound,orf,59,0.36875,56,0.9032258064516129,7513,0.7573588709677419,0.6359879032258065,0,,0,,FALSE,neither
diacerein,IL1B,0.9908051706482776,cosine,compound,orf,67,0.41875,40,0.6451612903225806,3944,0.3975806451612903,0.5319556451612903,0,,3,JTE-607|ibudilast|minocycline,TRUE,compound
diltiazem,CACNG1,0.7535757880449797,cosine,compound,orf,147,0.91875,12,0.1935483870967742,8428,0.8495967741935484,0.5561491935483871,0,,2,ibutilide|lercanidipine,TRUE,compound
diltiazem,HTR3A,0.9981244604044146,cosine,compound,orf,33,0.20625,1,0.016129032258064516,318,0.03205645161290323,0.11118951612903225,0,,3,aripiprazole|olanzapine|procaine,TRUE,compound
edoxaban,F10,0.98631323258844406,cosine,compound,orf,106,0.6625,28,0.45161290322580644,4837,0.4876008064516129,0.5570564516129032,0,,0,,FALSE,neither
efaproxiral,HBB,0.989775950357022,cosine,compound,orf,102,0.6375,19,0.3064516129032258,4218,0.42520161290322583,0.47197580645161286,0,,0,,FALSE,neither
efaroxan,ADORA2A,0.998017502416482,cosine,compound,orf,36,0.225,7,0.11290322580645161,377,0.038004032258064514,0.1689516129032258,0,,3,ANR-94|N6-cyclopentyladenosine|dyphylline,TRUE,compound
enilconazole,CYP1A2,0.9969162628855268,cosine,compound,orf,28,0.175,14,0.22580645161290322,1096,0.11048387096774194,0.2004032258064516,0,,2,methoxsalen|nevirapine,TRUE,compound
enilconazole,CYP3A4,0.99711120333428,cosine,compound,orf,22,0.1375,24,0.3870967741935484,956,0.09637096774193549,0.2622983870967742,0,,7,BMS-536924|GSK1070916|SB-203580|cyclophosphamide|methoxsalen|nevirapine|paliperidone,TRUE,compound
filgotinib,JAK1,0.9910198634846908,cosine,compound,orf,79,0.49375,38,0.6129032258064516,3861,0.38921370967741936,0.5533266129032258,0,,2,TG-101348|ruxolitinib,TRUE,compound
flindokalner,KCNMA1,0.99499430044237,cosine,compound,orf,67,0.41875,27,0.43548387096774194,2282,0.23004032258064516,0.427116935483871,0,,2,NS-11021|procaine,TRUE,compound
flindokalner,KCNN4,0.5485892398325464,cosine,compound,orf,153,0.95625,33,0.532258064516129,8830,0.8901209677419355,0.7442540322580645,0,,4,1-EBIO|NS-309|enflurane|procaine,TRUE,compound
